ID,target,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21,v22,v23,v24,v25,v26,v27,v28,v29,v30,v31,v32,v33,v34,v35,v36,v37,v38,v39,v40,v41,v42,v43,v44,v45,v46,v47,v48,v49,v50,v51,v52,v53,v54,v55,v56,v57,v58,v59,v60,v61,v62,v63,v64,v65,v66,v67,v68,v69,v70,v71,v72,v73,v74,v75,v76,v77,v78,v79,v80,v81,v82,v83,v84,v85,v86,v87,v88,v89,v90,v91,v92,v93,v94,v95,v96,v97,v98,v99,v100,v101,v102,v103,v104,v105,v106,v107,v108,v109,v110,v111,v112,v113,v114,v115,v116,v117,v118,v119,v120,v121,v122,v123,v124,v125,v126,v127,v128,v129,v130,v131
1043,1,2.5772746,12.659451,2,4.672168,11.439139,2.6469312,2.4727898,0.07911756,10.32258,0.5032816,16.388386,6.2071433,2.8931036,10.991098,1.4110224,5.714287,4.021743,0.6784929,0.17600536,18.28226,7.105704,12595,5.021358e-7,1,0.13868465,1.6441743,2.464084,4.9091306,8.7418375,2,0,1.2538085,1.7065747,4.2963386,9.943405,12.433076,1.1267608,0,0.67614406,12.413719,7.862429,12.651285,1.8693291,11.271485,10.731464,0.11849782,2,11.571952,8.55899,0.5619539,5.2112856,5,16.912352,0.0923646,1.1754467,50,3.717893,0.5625009,11.678187,1.3887676,16.56553,1,0.13893032,6.8886476,17.122787,0,9.595123,18.416666,9.183674,11.578265,4,1,1.8148824,1,3,2.4662845,7.296474,11.020409,4,3.0107527,5.4944744,16.053707,1.410536,1.4627769,1.194487,0.8881148,9.768318,2.9603834,0.09018924,1.0482079,2,0.5847749,5.3936205,3.2369,0.64221644,7.3922515,6.12676,7.902445,1.0854728,19.354166,6.8809347,3.2526321,3.9782705,1.7652951,0.046811324,13.388117,3,2.1789935,-7.0111906e-7,1,2.7165878,1,36,11.836268,10.612246,1.733068,-7.901387e-7,7.2535214,0.5054937,0.93749905,1.6480165,7.3118286,1.9872586,0.0067661703,42,1.6080762,3.1345234,1.7780945,0,1.380282,3.2653058
1044,0,2.1196694,4.5339026,2,5.482426,10.524646,3.3863776,2.8644173,0.37370625,10.797545,1.0503273,14.573002,6.7630568,3.2590265,11.866709,2.2522526,4.1237116,3.4106355,1.0530777,0.1601322,17.753845,7.218611,5191,8.6270546e-7,4,0.7995357,2.544027,3.5518787,3.3568535,8.007639,7,0,1.6804585,2.4697654,6.4240465,7.5366,9.598662,0.8000001,0,7.5365143,9.599885,6.7345634,12.463399,3.0027547,9.065803,6.511973,0.8391426,4,12.805233,7.5366006,0.1335192,5.2001286,0,14.626391,0.7474217,1.795036,65,4.1884146,15.570469,8.751554,2.3339696,14.016502,2,0.72775304,5.884386,15.293772,1,9.24252,11.2214775,9.690721,9.917259,4,2,2.5252519,1,3,2.0693698,6.5054107,14.020618,3,2.4539886,3.6476188,3.5462356,2.5970724,1.5276903,3.559719,1.2985361,13.264163,3.3609173,0.8114829,0.7215184,5,0.44226998,6.7365074,3.4113603,0.51803756,5.8561425,8.888889,10.109607,1.3537021,4.4026837,5.7800784,5.7687817,5.045454,2.2619169,0.49099493,11.325609,0,4.1985035,16.022373,0,3.8192227,13,17,14.045486,10.309278,3.1796503,16.439287,9.688889,5.079461e-8,1.8255037,3.4459467,8.343558,2.6880553,0.24136512,11,1.3139107,5.060471,4.368604,0,1.7244449,1.8556691
1045,1,1.6606818,7.198875,2,6.536247,11.143242,2.4057457,2.7468588,1.8372526,7.466667,0.52516377,15.076923,6.047926,4.389638,9.549361,2.1406732,-3.40556e-7,11.919335,0.75553125,0.18615685,18.204615,5.608341,3342,-5.7160736e-7,1,7.878699,2.9293833,3.4470382,2.3797297,9.78456,6,0,1.508079,1.4362656,6.0280185,10.2692995,6.032124,0.6535941,0,5.2219353,9.697561,7.9174156,14.093356,3.0427349,14.281783,6.1659985,5.8783016,8,7.899324,8.653501,1.0490793,2.341695,5,14.899082,8.120821,1.7773788,100,2.8545783,17.811039,14.487889,2.7648108,12.539655,2,4.804258,13.917029,16.67197,0,10.502692,11.674462,16.5,14.146891,4,2,1.9943017,1,3,9.172658,7.9353676,17.5,8,9.997965e-7,2.4562867,7.1511974,1.8850982,-8.5110753e-7,2.6399994,1.5080799,16.483267,4.9551167,7.892041,0.73027563,1,0.5899544,12.854732,3.8030145,0.63143444,7.2890487,10.980392,4.6981845,0.75703245,4.4676594e-7,12.638678,14.488606,5.8916225,2.9354284,5.3463163,14.62398,1,9.016699,20,0,0.75403863,5,3,14.31108,3.4999995,3.0825684,14.759239,11.633988,0.09562742,3.4985962,2.178424,7.4666667,2.4510365,7.3607554,26,1.3653109,3.433572,10.498721,0,1.0457512,2.5000007
1048,1,1.8925831,6.737713,2,3.8409178,8.539078,1.9130435,1.4987217,5.153765,7.667386,1.8161933,15.269097,7.0710163,7.7658124,15.933305,2.926319,5.090908,3.509455,2.0001411,0.39126182,18.547445,10.54945,1837,8.7657685e-7,3,4.4644094,1.7817554,1.9846553,8.357922,10.378517,7,2,2.723785,2.8132992,7.631274,8.664961,15.152846,1.3651887,1,0.2905265,8.4617605,8.997443,15.902813,1.6493056,8.815283,4.4355,4.6740656,2,12.333653,9.662404,0.8407313,6.718016,9,15.515031,3.1019113,2.3631709,69,3.3248076,19.710247,9.258899,1.6035796,13.100027,0,6.207672,5.7031093,16.480352,2,11.785166,16.4947,11.200001,12.513251,4,1,3.2099967,1,3,2.227317,9.099743,13.454546,1,1.5118781,8.123245,3.4117892,2.838875,2.1483366,3.663471,2.1867,8.835779,2.89514,3.7283318,0.63760173,6,1.2378501,6.057613,4.361164,1.3989804,8.051151,11.672356,6.1737666,1.9786869,0.26148358,9.078229,2.54321,5.926697,5.162969,3.0408554,10.438402,2,1.5186195,3.2933052,1,3.7442453,4,36,15.116638,8.872726,1.6855596,9.16334,12.969284,0.4743077,3.2438161,2.9380617,6.1555076,2.8717067,0.3827415,3,1.9227282,2.0716107,1.6632878,0,3.754267,1.4545451
1050,1,1.1651514,10.471678,2,3.3162024,7.825869,2.0993702,2.2253323,0.6293144,9.330144,1.2910278,15.27247,6.75873,4.2409554,10.991097,2.350256,6.2790694,2.9526823,0.889815,0.24854457,17.393808,6.0254498,15792,-1.1922496e-7,4,0.46069425,1.7832983,1.973408,6.108617,8.684395,7,0,2.0468867,2.4072769,9.002418,8.299509,16.11802,0.5660377,0,7.0071076e-7,5.765141,7.5507345,13.771869,1.9674445,8.874864,10.261332,0.65725327,2,13.724104,8.614416,0.63678384,7.5282116,4,15.632554,0.3623037,1.5745281,92,4.6815953,9.245434,10.902717,1.6806616,13.7382345,1,0.7868805,5.072411,15.524895,2,9.888033,18.204924,8.720931,11.518405,4,1,2.8750875,1,3,1.8178293,7.8586426,12.674418,1,2.5837328,9.155903,3.6013167,2.2883132,2.2673202,2.9326289,1.4695596,7.7428823,1.7354786,0.5171199,0.95001227,0,0.6555416,5.0066247,4.1135235,0.7492012,6.787963,8.238995,7.9013247,1.2957788,10.611596,8.155626,1.5259259,5.6704764,3.1884484,0.2917668,10.255451,4,1.3655362,1.6406984,1,4.072779,21,36,16.747261,11.27907,2.1112,7.1016707,8.742138,3.931466,1.7950747,2.6563776,6.698565,3.4901876,0.06818406,62,1.7713826,1.7319796,1.212983,0,2.1635213,1.0465118
1051,0,1.6306858,7.464411,2,4.1450977,8.742359,2.4364014,2.4839206,1.4965684,9.031859,1.31291,15.4474125,6.4136667,3.7983966,13.02428,2.0809107,4.923223,3.8322701,0.8410455,0.22230048,17.773592,8.123327,11447,1.0930884,4,1.6981288,1.8760304,2.743454,5.093328,8.206417,7,0,1.6221507,2.161633,4.6798644,8.122387,13.375597,0.7414709,0,1.2371838,12.622096,7.1825514,12.924965,2.216597,10.795169,9.142231,1.6305254,8,12.538022,8.016547,1.6403779,7.198159,2,15.711299,1.2538562,1.5595562,122,4.077828,7.701653,10.587945,1.7142946,14.583035,1,1.6873275,6.3437138,15.847556,1,9.287274,17.564117,9.449335,12.2699585,4,1,2.4333034,1,3,2.4050555,7.307366,13.334482,2,2.2097,7.2871733,6.208356,2.1738074,1.6079556,2.8222525,1.2201841,10.180216,1.924184,1.5184252,0.96691257,6,0.5823667,5.475185,3.852883,0.66575766,6.4579515,7.6225543,7.6676235,1.2507206,12.091622,6.866414,2.8902884,5.2967157,2.642828,1.0810453,11.79136,2,2.15262,4.1812844,0,3.3653135,5,31,12.139169,10.548051,2.2912173,8.303857,8.364651,3.1689699,1.2912179,2.7375958,6.8224387,3.5499382,0.91981196,75,1.6726577,3.2395418,2.030373,0,1.9257636,1.7393892
1052,0,0.44435644,7.0876455,2,4.0055294,5.5077333,1.377101,2.305844,0.109932154,10.53435,1.0503283,15.5062685,6.5117426,3.321208,11.558221,2.47062,5.346535,3.0296025,0.8339813,0.20619701,17.665186,6.974462,5691,-3.4280765e-7,4,0.06582647,1.4091268,2.906325,5.338893,7.493995,7,0,1.6573268,1.6172937,7.1854596,7.6701365,14.66984,0.20833328,0,0.7334442,8.39592,6.43715,11.641314,1.8514957,11.099557,9.107388,0.095114425,8,13.501479,7.2377896,0.8319271,8.577183,4,15.662393,0.055659253,1.0808647,122,3.6188946,5.2033906,8.942295,1.3650926,14.020459,1,0.09021068,5.3048954,16.007467,0,8.302643,18.033897,8.910892,10.407582,4,1,2.77242,1,3,1.832705,6.70136,14.059405,2,2.0610683,8.157784,11.920607,1.7053639,1.2970368,2.0253158,1.3330662,6.0307455,1.6973588,0.041205447,0.9307878,1,0.5298269,4.3172207,3.53612,0.58909804,5.8686957,6.458334,9.634089,0.660529,14.711865,6.164679,2.3825865,5.1941843,2.2865155,0.050722394,10.771315,1,1.5676116,1.4967115,0,2.6901526,15,17,15.158544,11.089108,1.9871798,2.665174,6.6666665,3.75823,1.2881347,2.3561943,8.473282,2.997896,-3.2423176e-7,71,1.3917012,5.104084,1.352866,0,1.402777,0.59405875
1053,1,1.5215291,6.024345,2,3.7298248,14.048421,2.4383156,2.1625543,0.1767217,9.411764,5.2297597,16.437614,8.961763,3.4273405,13.666776,1.618629,6.38889,2.9467726,1.0976039,0.203578,18.795778,7.4638357,17968,-3.2235877e-7,2,0.14709085,1.507822,1.843252,8.836862,9.651669,2,1,1.6255449,2.089985,7.483545,10.420899,12.242712,0.76062596,0,0.12538937,12.130816,8.795356,13.792936,1.5370703,12.113834,11.454212,0.14062025,2,12.946595,9.327529,2.5530038,3.8950667,5,16.922304,0.03956254,1.6981134,47,4.2864046,1.7772057,13.384876,1.3570396,15.711586,0,0.17508543,5.3187976,17.372608,0,10.7015,19.291693,10.833333,15.828345,1,2,2.1097054,1,1,1.7512708,8.829221,12.037038,1,2.8991597,3.8942516,12.107415,1.8867924,2.0029035,1.8686869,1.1248176,11.296339,1.7029505,0.07970921,1.0875739,6,0.7635434,5.7519383,3.2742643,0.8451748,8.166424,6.8456373,5.8206625,1.6142548,18.132647,7.7821913,3.3731003,4.2743917,2.5101624,0.11977671,11.486139,2,2.4593775,1.1513163,1,2.8737307,3,36,12.971435,9.166667,1.5338354,6.017171,7.6062636,1.4104787,0.59240115,2.022821,6.512605,1.985134,0.19160326,61,1.5189594,1.2699571,2.0985453,2,1.9328868,1.5740732
1054,1,4.1760487e-7,5.9077296,2,3.9752953,9.26548,2.2328246,1.8320608,0.7570421,7.865853,4.4420133,15.629032,8.659906,6.1217422,12.097035,2.0945544,2.6984122,5.3884034,0.8679056,0.2544083,18.133554,4.9391794,7190,-8.9802555e-8,1,1.1867647,2.4840975,1.5362605,4.4793677,10.62977,6,1,1.8463737,2.4045808,5.553143,10.190839,14.864699,7.242948e-7,0,0.14095466,14.39042,9.246182,15.104961,2.290323,11.790048,7.3677936,0.86339754,2,11.041846,10.14313,1.7841686,5.994043,4,15.439856,0.6924974,1.6889305,5,3.4446561,13.973942,12.286553,2.484097,14.512808,0,1.0325351,8.393149,15.969273,1,11.832062,16.237785,9.365079,14.195452,2,3,2.1673381,1,1,3.4858146,9.895039,17.301588,14,1.0365847,7.3249373,3.653903,3.1202297,0.9732826,3.2374108,1.6030538,11.423605,1.6793896,1.1621629,0.84342027,0,1.0215197,7.132745,3.4664588,1.132018,8.206107,14.791666,4.6345983,1.4519725,6.0260587,7.4843106,6.770015,4.0948167,3.411521,0.5193723,13.503641,4,1.926399,3.6363657,1,3.835878,5,36,10.434896,10.634922,2.549371,10.202278,14.791666,2.6185157,3.6482084,3.0762002,6.8292675,3.4467654,0.6473147,27,1.7933838,1.950144,1.8428811,3,2.6249993,-5.4987214e-7
1056,1,1.6306858,7.464411,2,4.1450977,8.742359,2.4364014,2.4839206,1.4965684,9.031859,1.8380737,15.4474125,6.4593277,3.7983966,12.911633,2.0809107,4.923223,3.8322701,0.8410455,0.22230048,17.773592,7.8641076,6995,1.0930884,4,1.6981288,1.8760304,2.743454,5.093328,8.206417,7,0,1.6221507,2.161633,5.537591,8.122387,13.375597,0.7414709,0,1.2371838,11.794372,7.1825514,12.924965,2.216597,10.795169,9.142231,1.6305254,8,12.538022,8.016547,2.5852835,7.198159,4,15.711299,1.2538562,1.5595562,94,4.077828,7.701653,10.587945,1.7142946,14.583035,1,1.6873275,6.3437138,15.847556,2,9.287274,17.564117,9.449335,12.2699585,2,1,2.4333034,1,1,2.4050555,7.307366,13.334482,2,2.2097,7.2871733,6.208356,2.1738074,1.6079556,2.8222525,1.2201841,10.180216,1.924184,1.5184252,0.96691257,5,0.5823667,5.475185,3.852883,0.66575766,6.4579515,7.6225543,7.6676235,1.2507206,12.091622,6.866414,2.8902884,5.2967157,2.642828,1.0810453,11.79136,0,2.15262,4.1812844,0,3.3653135,19,3,13.26582,10.548051,2.2912173,8.303857,8.364651,3.1689699,1.2912179,2.7375958,6.8224387,3.5499382,0.91981196,89,1.6726577,3.2395418,2.030373,0,1.9257636,1.7393892
1058,1,1.6306858,7.464411,2,4.1450977,8.742359,2.4364014,2.4839206,1.4965684,9.031859,1.2910275,15.4474125,6.483128,3.7983966,11.698021,2.0809107,4.923223,3.8322701,0.8410455,0.22230048,17.773592,6.8402367,1849,1.0930884,4,1.6981288,1.8760304,2.743454,5.093328,8.206417,6,0,1.6221507,2.161633,6.703997,8.122387,13.375597,0.7414709,0,1.2371838,9.399465,7.1825514,12.924965,2.216597,10.795169,9.142231,1.6305254,2,12.538022,8.016547,1.4026856,7.198159,1,15.711299,1.2538562,1.5595562,21,4.077828,7.701653,10.587945,1.7142946,14.583035,2,1.6873275,6.3437138,15.847556,2,9.287274,17.564117,9.449335,12.2699585,4,2,2.4333034,1,3,2.4050555,7.307366,13.334482,1,2.2097,7.2871733,6.208356,2.1738074,1.6079556,2.8222525,1.2201841,10.180216,1.924184,1.5184252,0.96691257,0,0.5823667,5.475185,3.852883,0.66575766,6.4579515,7.6225543,7.6676235,1.2507206,12.091622,6.866414,2.8902884,5.2967157,2.642828,1.0810453,11.79136,4,2.15262,4.1812844,1,3.3653135,3,36,14.654986,10.548051,2.2912173,8.303857,8.364651,3.1689699,1.2912179,2.7375958,6.8224387,3.5499382,0.91981196,44,1.6726577,3.2395418,2.030373,0,1.9257636,1.7393892
1061,0,0.85880154,10.550322,2,3.648929,7.740418,2.058027,2.537718,0.1173263,11.054853,0.76586336,15.511312,6.4179325,3.047747,12.061446,2.1150594,5.166666,3.3050814,0.9223259,0.177144,17.973932,7.78,14732,-8.7720355e-7,1,0.108231425,1.6595739,3.0406196,5.52491,7.62089,7,0,1.5203102,1.8568668,7.7827473,7.7988386,15.621654,0.365853,0,1.1771652,7.1651826,6.630562,11.705996,2.1176474,10.402727,9.893916,0.1075099,2,12.736235,7.3346233,0.51206774,7.248036,7,15.715737,0.05663299,1.5551265,50,3.7446816,2.4521072,10.282425,1.5744675,15.251155,1,0.10978621,5.727798,16.125982,0,8.549323,16.582375,11.166667,10.92253,4,1,2.469834,1,3,2.0194528,6.483559,13.833334,4,2.6160333,6.7114286,11.973146,1.926498,1.439071,1.3350451,1.1605417,6.933933,2.3829784,0.10050166,0.96098244,6,0.4822467,4.665735,3.3433588,0.54505974,5.988394,6.768292,9.66478,1.0638305,17.51724,5.319766,1.5259267,4.6092286,1.9987253,0.054582175,11.639572,2,1.6781982,1.8421059,1,2.4603481,20,36,15.862473,8.833334,2.2538075,3.2325501,7.1341467,1.4291159,2.3295016,2.6265826,8.438818,2.0409968,0.00967152,36,1.4457276,4.381045,1.4095734,0,1.4634137,1.0000005
1064,1,1.6306858,7.464411,2,4.1450977,8.742359,2.4364014,2.4839206,1.4965684,9.031859,2.078774,15.4474125,6.554261,3.7983966,12.0775795,2.0809107,4.923223,3.8322701,0.8410455,0.22230048,17.773592,6.7631717,847,1.0930884,4,1.6981288,1.8760304,2.743454,5.093328,8.206417,2,0,1.6221507,2.161633,6.227532,8.122387,13.375597,0.7414709,0,1.2371838,10.9456625,7.1825514,12.924965,2.216597,10.795169,9.142231,1.6305254,8,12.538022,8.016547,2.8127065,7.198159,0,15.711299,1.2538562,1.5595562,34,4.077828,7.701653,10.587945,1.7142946,14.583035,1,1.6873275,6.3437138,15.847556,1,9.287274,17.564117,9.449335,12.2699585,4,1,2.4333034,1,3,2.4050555,7.307366,13.334482,2,2.2097,7.2871733,6.208356,2.1738074,1.6079556,2.8222525,1.2201841,10.180216,1.924184,1.5184252,0.96691257,0,0.5823667,5.475185,3.852883,0.66575766,6.4579515,7.6225543,7.6676235,1.2507206,12.091622,6.866414,2.8902884,5.2967157,2.642828,1.0810453,11.79136,4,2.15262,4.1812844,0,3.3653135,5,17,14.026754,10.548051,2.2912173,8.303857,8.364651,3.1689699,1.2912179,2.7375958,6.8224387,3.5499382,0.91981196,16,1.6726577,3.2395418,2.030373,0,1.9257636,1.7393892
1065,1,1.6306858,7.464411,2,4.1450977,8.742359,2.4364014,2.4839206,1.4965684,9.031859,0.5251638,15.4474125,5.8483543,3.7983966,10.380473,2.0809107,4.923223,3.8322701,0.8410455,0.22230048,17.773592,6.559877,1581,1.0930884,1,1.6981288,1.8760304,2.743454,5.093328,8.206417,7,0,1.6221507,2.161633,7.7274685,8.122387,13.375597,0.7414709,0,1.2371838,7.010347,7.1825514,12.924965,2.216597,10.795169,9.142231,1.6305254,8,12.538022,8.016547,1.6036966,7.198159,9,15.711299,1.2538562,1.5595562,100,4.077828,7.701653,10.587945,1.7142946,14.583035,2,1.6873275,6.3437138,15.847556,0,9.287274,17.564117,9.449335,12.2699585,1,2,2.4333034,1,1,2.4050555,7.307366,13.334482,8,2.2097,7.2871733,6.208356,2.1738074,1.6079556,2.8222525,1.2201841,10.180216,1.924184,1.5184252,0.96691257,0,0.5823667,5.475185,3.852883,0.66575766,6.4579515,7.6225543,7.6676235,1.2507206,12.091622,6.866414,2.8902884,5.2967157,2.642828,1.0810453,11.79136,4,2.15262,4.1812844,0,3.3653135,5,22,16.29196,10.548051,2.2912173,8.303857,8.364651,3.1689699,1.2912179,2.7375958,6.8224387,3.5499382,0.91981196,74,1.6726577,3.2395418,2.030373,0,1.9257636,1.7393892
1069,1,3.9784956,4.1370516,2,2.2322993,8.023705,1.0991629,2.5965745,0.5605202,9.538462,6.0175047,14.377511,9.923582,4.211161,11.866708,2.4941318,4.8951054,1.6966289,0.8714393,0.24987116,15.373554,4.8357005,794,7.2087197,2,0.45719004,1.8399043,2.77977,5.3666883,5.6551175,0,1,1.8518517,4.555954,8.770134,7.248108,15.837812,1.6564407,0,-5.2510495e-7,10.889227,5.702908,12.497013,2.5301206,8.293093,11.310747,0.503298,2,16.58138,7.303863,1.4877853,11.598777,9,14.816901,0.23340781,3.4408612,5,3.6001596,13.398216,7.3873367,1.4456396,9.642227,1,0.48629048,2.9844131,11.000297,1,7.933095,16.593674,10.06993,9.979941,1,3,3.242136,1,1,1.0313911,5.3604145,13.216784,14,4.3076925,8.860345,3.5382712,4.516129,3.3452804,4.8245606,1.0155321,8.288844,0.6690569,0.2098372,1.0638496,0,0.32327288,3.049136,4.825392,0.48546204,4.189565,6.0736203,10.238129,0.56949383,6.504461,3.925946,1.7936329,6.5948353,2.8216436,0.28183436,6.4640193,4,1.4986603,2.1257856,1,6.786141,11,36,13.560957,9.93007,2.7887316,7.7113986,7.730061,13.848902,3.4063256,6.183205,5.230769,9.529026,0.031024998,88,2.1113575,2.4790921,1.3432543,2,3.5092034,1.888111
1072,1,1.9062349,6.5928054,2,3.413275,7.713385,2.5759916,2.6893358,0.36307487,7.952756,1.2910293,15.643803,6.2244234,4.091251,11.635881,1.8885738,5.967742,2.6675425,0.56965196,0.24989887,16.641493,6.8532095,10641,5.233048e-7,2,0.45870134,1.492357,2.6584227,4.147958,7.274601,7,0,1.561051,2.5553832,6.736026,7.4806795,16.179716,0.7662842,0,0.08053285,9.348817,6.697578,13.271509,1.9013231,10.892374,9.587542,0.40759587,2,14.033365,7.9649673,2.121634,7.44904,11,16.232294,0.3983416,1.854714,8,4.2967534,2.1588087,9.913421,1.3034517,13.820601,1,0.48304337,4.696711,14.539011,2,8.562597,18.85856,9.67742,10.792424,4,1,2.5320897,1,3,1.6123482,6.8109226,12.419355,4,2.913386,9.257085,3.5748591,2.380216,2.2874806,2.0107718,0.9891805,6.2402782,0.96857363,0.23059171,1.0328653,6,0.42482108,4.6334753,4.998311,0.509913,5.904174,5.2873554,7.744708,1.2089984,17.766748,5.6816206,1.8724579,7.361015,2.852814,0.16408773,9.912748,2,1.4668595,1.6357478,1,3.9567223,8,36,14.940691,10.32258,1.9546733,6.9499183,6.0536404,5.401511,1.0669985,2.9883578,5.0393705,3.8747807,0.13848011,40,1.9477912,2.7241106,1.1947314,0,1.9003824,1.6129037
1078,1,2.7942676e-7,6.627458,2,6.032165,8.144096,3.2560031,3.4513636,3.0020502,7.4509807,1.0503277,15.306123,6.416706,2.2879434,12.148605,1.5119172,3.636363,4.5298824,0.81560546,0.16827129,17.429626,7.472839,9675,2.5734485e-7,3,2.9303393,2.2981956,4.8595853,5.25123,7.627188,2,0,0.9279609,0.71632123,7.2270985,6.5120063,15.46578,-7.2197093e-7,0,0.731221,8.330078,6.1050053,12.063492,3.1428568,11.928207,6.7016373,3.226281,8,11.047458,6.951567,1.0960317,5.7843103,0,15.2401285,1.8682641,0.34187955,91,4.786324,3.812824,10.139409,2.2981958,16.661633,1,3.23263,7.629647,16.539883,0,7.977207,18.30156,6.363636,10.642666,4,1,1.6156459,1,3,2.796235,6.3980465,16.363638,2,0.78431314,8.596273,3.3759575,0.87912107,0.39072034,1.4249356,0.8302807,8.973326,2.6210828,3.3140116,0.9460762,0,0.32943746,6.6493616,4.3193245,0.34413168,5.811965,7.264152,9.299719,1.6266457,16.117851,7.637428,3.2546694,5.9384,1.8100498,1.6693305,14.099638,4,1.8728253,2.8454092,0,1.4652016,13,3,15.290969,13.636363,3.2870858,8.393214,7.26415,7.948152e-7,1.0052,1.2646374,6.6666656,1.2717066,0.94215614,31,1.8747755,4.0445657,1.5110043,0,0.41509518,4.951389e-7
1080,0,1.6306858,7.464411,2,4.1450977,8.742359,2.4364014,2.4839206,1.4965684,9.031859,1.0503273,15.4474125,6.288938,3.7983966,11.756788,2.0809107,4.923223,3.8322701,0.8410455,0.22230048,17.773592,7.1517997,16331,1.0930884,3,1.6981288,1.8760304,2.743454,5.093328,8.206417,7,0,1.6221507,2.161633,8.35915,8.122387,13.375597,0.7414709,0,1.2371838,6.540048,7.1825514,12.924965,2.216597,10.795169,9.142231,1.6305254,4,12.538022,8.016547,1.451104,7.198159,6,15.711299,1.2538562,1.5595562,105,4.077828,7.701653,10.587945,1.7142946,14.583035,1,1.6873275,6.3437138,15.847556,2,9.287274,17.564117,9.449335,12.2699585,4,1,2.4333034,1,3,2.4050555,7.307366,13.334482,3,2.2097,7.2871733,6.208356,2.1738074,1.6079556,2.8222525,1.2201841,10.180216,1.924184,1.5184252,0.96691257,6,0.5823667,5.475185,3.852883,0.66575766,6.4579515,7.6225543,7.6676235,1.2507206,12.091622,6.866414,2.8902884,5.2967157,2.642828,1.0810453,11.79136,2,2.15262,4.1812844,0,3.3653135,20,22,16.528656,10.548051,2.2912173,8.303857,8.364651,3.1689699,1.2912179,2.7375958,6.8224387,3.5499382,0.91981196,14,1.6726577,3.2395418,2.030373,0,1.9257636,1.7393892
1081,1,0.8379168,6.7299743,2,3.4835684,8.724612,2.1999362,2.1481712,0.34959242,11.232228,1.3129098,14.893618,6.795917,4.23903,13.455364,3.1806614,5.000001,3.5341973,1.0488381,0.23205915,17.302277,8.54221,16256,-1.7031213e-7,3,0.55924964,1.6014227,2.374637,6.6067996,8.476221,3,0,2.3002267,1.9152379,7.5118237,8.049176,15.635324,0.42168656,0,0.30617812,8.144128,7.020382,12.927855,1.8531222,8.418947,8.920453,0.3219332,6,12.545484,8.049175,0.5780941,8.521841,8,14.992366,0.29153255,1.2423168,84,3.8757682,8.450135,9.904068,1.5183872,14.798983,1,0.38892022,6.05637,15.554695,2,9.427369,17.938005,8.648649,13.399996,4,1,3.3888128,1,3,2.1662762,7.699773,13.918919,12,1.7535547,8.144332,3.8202353,1.9993525,1.436428,2.4031014,1.9411203,9.414657,1.7987704,0.46211466,0.96806884,1,0.66387796,5.18691,3.7075043,0.7387827,6.3539305,7.710844,6.2804046,0.96085393,11.361186,5.415821,2.5310864,5.1777015,2.9763143,0.18984531,11.778082,1,1.8232613,2.2508392,0,3.2610803,5,30,15.24426,11.351352,1.9541992,8.545725,8.132529,2.543389,1.7789752,2.4839227,9.478673,2.7979825,0.15786316,52,1.5745909,3.7609186,1.4758928,0,1.7831333,0.94594556
1082,1,1.6306858,7.464411,2,4.1450977,8.742359,2.4364014,2.4839206,1.4965684,9.031859,5.22976,15.4474125,8.416896,3.7983966,14.389693,2.0809107,4.923223,3.8322701,0.8410455,0.22230048,17.773592,8.147443,7540,1.0930884,3,1.6981288,1.8760304,2.743454,5.093328,8.206417,7,1,1.6221507,2.161633,5.8971186,8.122387,13.375597,0.7414709,0,1.2371838,14.6393175,7.1825514,12.924965,2.216597,10.795169,9.142231,1.6305254,2,12.538022,8.016547,4.0671997,7.198159,5,15.711299,1.2538562,1.5595562,85,4.077828,7.701653,10.587945,1.7142946,14.583035,0,1.6873275,6.3437138,15.847556,0,9.287274,17.564117,9.449335,12.2699585,1,1,2.4333034,1,1,2.4050555,7.307366,13.334482,1,2.2097,7.2871733,6.208356,2.1738074,1.6079556,2.8222525,1.2201841,10.180216,1.924184,1.5184252,0.96691257,0,0.5823667,5.475185,3.852883,0.66575766,6.4579515,7.6225543,7.6676235,1.2507206,12.091622,6.866414,2.8902884,5.2967157,2.642828,1.0810453,11.79136,4,2.15262,4.1812844,1,3.3653135,7,36,11.351883,10.548051,2.2912173,8.303857,8.364651,3.1689699,1.2912179,2.7375958,6.8224387,3.5499382,0.91981196,57,1.6726577,3.2395418,2.030373,1,1.9257636,1.7393892
